transaction_id,customer_id,transaction_ts,transaction_type,direction,amount,country_code,channel
900,64,2026-02-07 03:39:00,Cash Deposit,In,5998.81,US,Branch
3648,250,2026-02-07 03:57:00,Card Purchase,Out,6849.89,US,Automated
1833,122,2026-02-07 05:43:00,ACH Debit,Out,2149.82,US,Automated
812,58,2026-02-07 06:09:00,Wire In,In,3682.41,US,Mobile
3058,210,2026-02-07 07:11:00,Wire In,In,7182.22,US,Web
2294,155,2026-02-07 08:05:00,ACH Credit,In,2123.78,US,Automated
3256,224,2026-02-07 09:04:00,ACH Debit,Out,186.68,US,Automated
3438,237,2026-02-07 10:50:00,Card Purchase,Out,1467.12,US,Automated
2629,178,2026-02-07 12:03:00,Cash Deposit,In,548.44,US,Web
576,42,2026-02-07 12:27:00,Cash Withdrawal,Out,3475.57,US,Automated
496,36,2026-02-07 12:32:00,Card Purchase,Out,2033.06,SG,Branch
1443,98,2026-02-07 12:32:00,Cash Deposit,In,4083.25,US,Automated
584,42,2026-02-07 12:51:00,Wire In,In,4356.7,US,Branch
3129,216,2026-02-07 13:53:00,Wire In,In,82.54,US,Automated
1745,116,2026-02-07 15:42:00,Wire Out,Out,52.11,US,Web
405,30,2026-02-07 17:46:00,Card Purchase,Out,37.49,GB,Automated
1039,73,2026-02-07 21:22:00,Card Purchase,Out,3268.11,US,Mobile
26,2,2026-02-07 22:34:00,Cash Withdrawal,Out,32.12,US,Branch
399,29,2026-02-07 23:21:00,Cash Deposit,In,20,GB,Web
3712,67,2026-02-08 00:00:00,Wire Out,Out,9641.2,GB,Web
866,62,2026-02-08 00:26:00,Card Purchase,Out,23.73,US,Mobile
205,18,2026-02-08 01:24:00,Wire In,In,1243.1,US,Mobile
695,50,2026-02-08 03:00:00,Cash Deposit,In,44.14,US,Branch
968,68,2026-02-08 03:01:00,ACH Credit,In,3042.63,MX,Mobile
929,66,2026-02-08 04:02:00,Card Purchase,Out,37.18,US,Mobile
2493,170,2026-02-08 05:43:00,Card Purchase,Out,3448.47,US,Web
3468,239,2026-02-08 06:29:00,Card Purchase,Out,4283.11,US,Branch
132,12,2026-02-08 07:12:00,ACH Debit,Out,77.84,US,Web
3184,220,2026-02-08 08:31:00,Card Purchase,Out,329.09,US,Web
2191,149,2026-02-08 11:41:00,Wire In,In,95.84,MX,Web
209,18,2026-02-08 12:57:00,Card Purchase,Out,642.75,US,Web
963,68,2026-02-08 13:30:00,Card Purchase,Out,1300.02,MX,Automated
2602,177,2026-02-08 14:38:00,Cash Deposit,In,1445.27,US,Automated
946,67,2026-02-08 16:17:00,Cash Deposit,In,4870.1,US,Mobile
2196,149,2026-02-08 19:47:00,Card Purchase,Out,3015.24,US,Branch
773,55,2026-02-08 22:11:00,Card Purchase,Out,246.46,US,Branch
2986,204,2026-02-08 23:11:00,Wire Out,Out,1729.89,US,Automated
3398,234,2026-02-08 23:52:00,Wire In,In,2834.45,US,Mobile
3713,67,2026-02-09 00:00:00,Wire Out,Out,6501.01,GB,Web
2835,195,2026-02-09 00:19:00,Cash Deposit,In,20,US,Branch
3029,208,2026-02-09 00:48:00,ACH Debit,Out,34.57,US,Automated
3481,239,2026-02-09 00:53:00,Cash Withdrawal,Out,5613.08,US,Mobile
531,38,2026-02-09 01:37:00,Card Purchase,Out,3397.13,US,Web
2071,139,2026-02-09 02:06:00,ACH Debit,Out,879.16,GB,Automated
306,24,2026-02-09 04:53:00,ACH Credit,In,4059.26,US,Branch
3453,237,2026-02-09 14:25:00,ACH Credit,In,1580.17,US,Web
1737,116,2026-02-09 14:29:00,ACH Debit,Out,25.66,DE,Mobile
500,36,2026-02-09 14:56:00,Card Purchase,Out,3115.68,SG,Web
3444,237,2026-02-09 18:27:00,Cash Withdrawal,Out,1334.77,US,Automated
1225,84,2026-02-09 18:41:00,Card Purchase,Out,92.47,US,Branch
2573,175,2026-02-09 20:07:00,ACH Credit,In,3155.23,US,Mobile
1175,81,2026-02-09 21:24:00,Cash Deposit,In,2719.46,US,Automated
2389,162,2026-02-09 22:16:00,Card Purchase,Out,1332.15,US,Branch
1846,123,2026-02-09 22:58:00,Wire Out,Out,2716.74,US,Automated
2689,183,2026-02-09 23:51:00,Wire Out,Out,984.72,MX,Web
1741,116,2026-02-10 00:00:00,Wire Out,Out,36.4,US,Mobile
1035,72,2026-02-10 00:29:00,ACH Credit,In,3480.25,US,Mobile
3522,242,2026-02-10 00:33:00,Cash Deposit,In,2766.95,GB,Branch
159,13,2026-02-10 01:09:00,ACH Debit,Out,301.8,US,Automated
1261,86,2026-02-10 01:31:00,Wire Out,Out,769.95,US,Web
1470,99,2026-02-10 03:00:00,Wire In,In,5700.0,CA,Web
3597,247,2026-02-10 03:42:00,Card Purchase,Out,208.26,US,Automated
1466,99,2026-02-10 05:16:00,Card Purchase,Out,2545.11,US,Branch
476,35,2026-02-10 06:37:00,Wire Out,Out,1327.12,SG,Mobile
782,56,2026-02-10 08:03:00,Wire In,In,63.47,US,Mobile
1002,70,2026-02-10 11:36:00,Cash Deposit,In,20,MX,Automated
1467,99,2026-02-10 14:11:00,Card Purchase,Out,1704.95,GB,Mobile
971,68,2026-02-10 15:49:00,Wire Out,Out,2460.21,US,Mobile
2309,156,2026-02-10 15:57:00,Cash Deposit,In,20,US,Automated
230,19,2026-02-10 16:17:00,Card Purchase,Out,3756.91,US,Branch
1223,84,2026-02-10 17:26:00,Wire In,In,4352.3,US,Branch
3175,219,2026-02-10 18:05:00,Cash Withdrawal,Out,5314.46,GB,Automated
334,26,2026-02-10 19:29:00,ACH Debit,Out,22.62,MX,Web
3504,241,2026-02-10 19:30:00,ACH Debit,Out,1834.83,US,Web
1171,81,2026-02-10 20:49:00,ACH Credit,In,5438.14,US,Mobile
2806,193,2026-02-10 22:09:00,ACH Credit,In,2671.41,US,Mobile
1575,105,2026-02-10 23:19:00,ACH Credit,In,812.59,US,Automated
2923,200,2026-02-10 23:35:00,Card Purchase,Out,12.84,US,Branch
3559,244,2026-02-11 01:17:00,ACH Credit,In,13877.69,US,Web
1905,128,2026-02-11 01:28:00,Wire In,In,7654.93,US,Mobile
2822,194,2026-02-11 03:11:00,Card Purchase,Out,1861.95,US,Automated
3347,231,2026-02-11 04:36:00,Cash Deposit,In,20,US,Branch
1332,90,2026-02-11 06:12:00,Cash Deposit,In,7122.27,US,Branch
2433,166,2026-02-11 06:40:00,ACH Credit,In,2630.94,US,Branch
3102,213,2026-02-11 11:32:00,ACH Debit,Out,1277.05,US,Branch
871,62,2026-02-11 11:46:00,Card Purchase,Out,10,US,Branch
1249,86,2026-02-11 11:47:00,ACH Debit,Out,736.13,DE,Branch
2205,149,2026-02-11 11:52:00,ACH Credit,In,5697.99,US,Branch
1714,114,2026-02-11 12:22:00,ACH Credit,In,5481.9,US,Automated
2330,158,2026-02-11 16:14:00,ACH Debit,Out,3856.95,SG,Automated
2837,195,2026-02-11 18:15:00,Wire Out,Out,4558.3,US,Branch
571,41,2026-02-11 18:41:00,Wire In,In,12412.25,US,Mobile
1507,102,2026-02-11 18:42:00,Card Purchase,Out,49.01,US,Mobile
885,63,2026-02-11 22:57:00,Cash Deposit,In,1709.24,US,Automated
425,32,2026-02-11 23:44:00,Cash Deposit,In,5840.73,US,Mobile
3148,217,2026-02-12 01:36:00,Card Purchase,Out,4110.19,US,Mobile
22,2,2026-02-12 01:40:00,Wire Out,Out,59.07,CA,Branch
2162,146,2026-02-12 01:59:00,Card Purchase,Out,573.35,GB,Branch
149,13,2026-02-12 02:57:00,Cash Deposit,In,3169.66,US,Branch
1323,90,2026-02-12 03:30:00,ACH Credit,In,4516.22,US,Automated
2922,200,2026-02-12 03:34:00,Card Purchase,Out,69.53,US,Automated
2438,167,2026-02-12 04:35:00,ACH Credit,In,77.13,SG,Automated
3036,208,2026-02-12 04:59:00,Card Purchase,Out,35.44,GB,Web
1930,130,2026-02-12 05:24:00,Cash Deposit,In,3282.31,US,Branch
698,51,2026-02-12 07:32:00,Cash Deposit,In,30.88,US,Web
779,55,2026-02-12 08:03:00,Card Purchase,Out,124.98,US,Automated
1587,106,2026-02-12 11:29:00,ACH Debit,Out,345.69,US,Branch
2028,136,2026-02-12 12:04:00,ACH Credit,In,1385.28,US,Web
3510,242,2026-02-12 12:57:00,Wire Out,Out,3115.59,US,Web
2088,141,2026-02-12 14:24:00,Card Purchase,Out,10,US,Mobile
2401,163,2026-02-12 14:27:00,ACH Credit,In,1335.05,GB,Mobile
1491,100,2026-02-12 14:37:00,Wire In,In,462.3,US,Branch
669,48,2026-02-12 14:44:00,Card Purchase,Out,10287.6,SG,Branch
2800,192,2026-02-12 14:59:00,Cash Deposit,In,1218.05,US,Web
2197,149,2026-02-12 15:35:00,Cash Deposit,In,5497.04,US,Automated
3254,223,2026-02-12 16:03:00,Card Purchase,Out,5110.09,US,Branch
1907,128,2026-02-12 17:07:00,Cash Deposit,In,2217.05,US,Web
1037,72,2026-02-12 17:18:00,Cash Deposit,In,20,US,Automated
1536,103,2026-02-12 18:47:00,ACH Credit,In,20,SG,Mobile
2271,153,2026-02-12 19:16:00,Cash Withdrawal,Out,5472.22,US,Mobile
421,31,2026-02-12 20:33:00,Card Purchase,Out,2572.48,US,Web
281,23,2026-02-12 21:32:00,ACH Credit,In,875.54,US,Automated
2187,148,2026-02-13 00:37:00,Cash Withdrawal,Out,10,US,Web
437,33,2026-02-13 02:36:00,Cash Withdrawal,Out,1112.05,US,Automated
2168,147,2026-02-13 03:48:00,ACH Debit,Out,3264.13,US,Automated
2779,191,2026-02-13 04:55:00,ACH Credit,In,6463.59,US,Mobile
3467,239,2026-02-13 07:37:00,Cash Withdrawal,Out,1852.62,US,Automated
2508,171,2026-02-13 09:49:00,Wire In,In,866.29,US,Web
1015,71,2026-02-13 10:11:00,ACH Credit,In,1093.64,US,Automated
2482,170,2026-02-13 10:59:00,Wire In,In,5264.5,SG,Web
762,55,2026-02-13 11:14:00,Cash Deposit,In,2189.06,US,Web
1738,116,2026-02-13 13:02:00,Card Purchase,Out,10,US,Branch
892,64,2026-02-13 14:17:00,Cash Deposit,In,4341.97,US,Mobile
2,1,2026-02-13 15:07:00,Wire In,In,3539.37,US,Automated
1209,83,2026-02-13 15:52:00,Cash Withdrawal,Out,165.42,GB,Mobile
760,55,2026-02-13 16:17:00,ACH Credit,In,1448.83,US,Automated
3143,217,2026-02-13 17:16:00,Cash Withdrawal,Out,1367.49,US,Web
3025,207,2026-02-13 17:40:00,Card Purchase,Out,10,US,Automated
140,12,2026-02-13 17:57:00,ACH Credit,In,6616.68,US,Automated
2224,151,2026-02-13 18:08:00,ACH Credit,In,6321.12,US,Automated
3388,233,2026-02-13 18:14:00,Cash Withdrawal,Out,2822.22,US,Automated
2870,197,2026-02-13 20:33:00,Wire In,In,20,US,Web
3409,235,2026-02-13 21:57:00,Cash Deposit,In,5990.34,US,Automated
2445,167,2026-02-13 22:44:00,ACH Credit,In,46.08,GB,Web
2454,168,2026-02-13 23:01:00,Card Purchase,Out,2143.95,GB,Branch
1968,132,2026-02-13 23:20:00,ACH Debit,Out,917.93,DE,Automated
1513,102,2026-02-14 01:25:00,Wire Out,Out,34.7,US,Automated
1483,100,2026-02-14 02:38:00,ACH Credit,In,315.39,US,Web
2348,159,2026-02-14 03:35:00,Card Purchase,Out,217.45,US,Web
1666,111,2026-02-14 03:40:00,ACH Credit,In,554.92,US,Mobile
992,70,2026-02-14 06:31:00,Cash Deposit,In,217.2,GB,Automated
2644,179,2026-02-14 08:41:00,ACH Debit,Out,3271.29,US,Mobile
3595,247,2026-02-14 10:03:00,ACH Debit,Out,264.85,US,Web
114,10,2026-02-14 11:15:00,Card Purchase,Out,676.42,US,Branch
3134,216,2026-02-14 12:49:00,ACH Debit,Out,183.3,US,Mobile
1033,72,2026-02-14 12:56:00,Card Purchase,Out,2814.37,US,Branch
1255,86,2026-02-14 13:27:00,Cash Deposit,In,242.93,DE,Web
3116,215,2026-02-14 14:13:00,Card Purchase,Out,1386.54,US,Branch
3262,224,2026-02-14 15:41:00,Cash Deposit,In,1413.9,SG,Mobile
3113,214,2026-02-14 15:53:00,ACH Credit,In,1953.56,US,Web
2111,142,2026-02-14 16:23:00,Cash Deposit,In,2793.11,US,Mobile
1535,103,2026-02-14 16:26:00,Wire In,In,20,US,Web
2448,168,2026-02-14 18:15:00,Card Purchase,Out,10,US,Automated
501,36,2026-02-14 18:16:00,ACH Credit,In,3915.55,US,Branch
3298,227,2026-02-14 21:20:00,ACH Credit,In,20,US,Mobile
483,35,2026-02-15 01:48:00,Cash Deposit,In,2672.25,US,Branch
269,22,2026-02-15 01:52:00,Wire Out,Out,3115.52,US,Branch
1606,107,2026-02-15 02:37:00,ACH Credit,In,3427.85,US,Mobile
3037,208,2026-02-15 03:02:00,ACH Credit,In,20,US,Mobile
2547,174,2026-02-15 04:27:00,ACH Credit,In,9438.09,US,Mobile
533,38,2026-02-15 05:04:00,Card Purchase,Out,3749.2,US,Mobile
3630,249,2026-02-15 05:37:00,Cash Deposit,In,3295.12,US,Mobile
697,50,2026-02-15 06:17:00,Wire In,In,20,US,Branch
2142,145,2026-02-15 06:45:00,Cash Deposit,In,1075.66,US,Automated
2735,187,2026-02-15 07:07:00,Card Purchase,Out,2712.28,US,Web
2289,154,2026-02-15 07:18:00,Card Purchase,Out,166.74,CA,Web
2165,146,2026-02-15 07:58:00,ACH Credit,In,871.01,US,Web
3553,244,2026-02-15 09:16:00,ACH Credit,In,3758.9,MX,Mobile
2351,159,2026-02-15 09:43:00,Cash Deposit,In,33.04,MX,Mobile
2679,182,2026-02-15 12:42:00,Wire Out,Out,1996.32,US,Web
2912,199,2026-02-15 13:23:00,Cash Withdrawal,Out,1135.13,US,Web
1964,132,2026-02-15 15:13:00,Card Purchase,Out,558.77,US,Automated
1233,85,2026-02-15 15:50:00,ACH Debit,Out,3821.52,US,Branch
2452,168,2026-02-15 16:04:00,ACH Credit,In,1904.2,US,Web
775,55,2026-02-15 16:13:00,ACH Debit,Out,562.68,US,Mobile
1981,134,2026-02-15 17:32:00,Cash Deposit,In,2320.21,US,Mobile
2502,171,2026-02-15 17:49:00,ACH Credit,In,782.04,DE,Web
3489,240,2026-02-15 18:13:00,Wire In,In,482.95,US,Automated
851,61,2026-02-15 19:41:00,Card Purchase,Out,88.39,US,Automated
1732,115,2026-02-15 20:51:00,ACH Debit,Out,6459.66,US,Automated
2745,187,2026-02-15 21:24:00,Card Purchase,Out,10,US,Automated
2561,175,2026-02-15 21:51:00,Cash Deposit,In,756.25,US,Automated
2528,173,2026-02-15 22:12:00,Card Purchase,Out,36.86,US,Mobile
2484,170,2026-02-15 23:25:00,Cash Deposit,In,3260.85,US,Mobile
1888,127,2026-02-15 23:36:00,Card Purchase,Out,2938.21,US,Automated
675,48,2026-02-16 00:23:00,Card Purchase,Out,10,US,Branch
39,3,2026-02-16 00:42:00,Cash Withdrawal,Out,4018.68,US,Mobile
2353,159,2026-02-16 01:02:00,Wire Out,Out,272.73,DE,Branch
3450,237,2026-02-16 01:15:00,Card Purchase,Out,1407.69,US,Automated
3437,236,2026-02-16 01:56:00,ACH Debit,Out,2070.15,US,Branch
392,29,2026-02-16 01:57:00,Card Purchase,Out,39.33,US,Web
554,40,2026-02-16 03:01:00,ACH Credit,In,942.01,US,Branch
3593,247,2026-02-16 03:35:00,Wire In,In,137.38,US,Web
868,62,2026-02-16 04:04:00,Wire In,In,20,US,Branch
3446,237,2026-02-16 05:39:00,Cash Deposit,In,20,US,Mobile
1183,82,2026-02-16 05:42:00,ACH Credit,In,241.03,US,Branch
3231,222,2026-02-16 07:04:00,ACH Credit,In,20,US,Web
3613,248,2026-02-16 07:09:00,ACH Credit,In,20,US,Web
2272,153,2026-02-16 07:31:00,ACH Credit,In,4631.79,US,Web
1028,72,2026-02-16 09:29:00,Wire Out,Out,7893.91,US,Automated
1303,89,2026-02-16 09:47:00,Card Purchase,Out,2443.13,US,Automated
1060,74,2026-02-16 10:19:00,Cash Deposit,In,9251.79,US,Web
3514,242,2026-02-16 10:29:00,Card Purchase,Out,3641.26,US,Branch
1276,87,2026-02-16 10:51:00,ACH Credit,In,35.05,US,Automated
2621,178,2026-02-16 11:38:00,ACH Debit,Out,10,MX,Automated
348,27,2026-02-16 17:05:00,Card Purchase,Out,2298.57,US,Automated
547,39,2026-02-16 17:57:00,Card Purchase,Out,3591.23,US,Branch
2991,205,2026-02-16 18:09:00,Wire In,In,2670.94,US,Mobile
2154,145,2026-02-16 18:49:00,Card Purchase,Out,666.37,US,Automated
50,4,2026-02-16 19:38:00,ACH Credit,In,1095.59,US,Automated
2683,182,2026-02-16 20:00:00,Cash Deposit,In,10695.32,US,Mobile
1178,81,2026-02-16 20:01:00,ACH Debit,Out,3932.06,US,Automated
3321,229,2026-02-16 20:37:00,Card Purchase,Out,3269.93,US,Mobile
240,20,2026-02-16 20:47:00,Wire Out,Out,2156.46,US,Automated
2355,159,2026-02-16 21:01:00,Cash Deposit,In,196.09,CA,Automated
359,27,2026-02-16 23:23:00,ACH Credit,In,1980.02,US,Mobile
1105,76,2026-02-17 00:18:00,ACH Credit,In,2925.97,MX,Mobile
1813,121,2026-02-17 02:49:00,Cash Deposit,In,879.01,CA,Web
460,34,2026-02-17 03:54:00,Card Purchase,Out,68.52,US,Automated
3020,207,2026-02-17 04:33:00,Wire In,In,1419.89,US,Web
1021,71,2026-02-17 05:02:00,Card Purchase,Out,3247.77,US,Mobile
3125,216,2026-02-17 05:07:00,ACH Debit,Out,10,US,Web
2270,153,2026-02-17 05:18:00,ACH Credit,In,7509.42,US,Branch
915,65,2026-02-17 07:52:00,ACH Debit,Out,11427.4,DE,Web
1614,107,2026-02-17 07:59:00,Card Purchase,Out,111.36,US,Mobile
1460,99,2026-02-17 09:13:00,Card Purchase,Out,840.36,US,Branch
1310,89,2026-02-17 11:26:00,Card Purchase,Out,5264.58,US,Automated
1890,127,2026-02-17 13:27:00,Card Purchase,Out,1301.01,US,Automated
390,29,2026-02-17 15:39:00,Card Purchase,Out,13.78,US,Web
3609,248,2026-02-17 19:05:00,ACH Credit,In,8632.95,US,Branch
3363,232,2026-02-17 19:50:00,ACH Debit,Out,211.17,US,Web
993,70,2026-02-17 19:56:00,Wire Out,Out,10,US,Web
1353,92,2026-02-17 21:28:00,Card Purchase,Out,989.96,US,Mobile
2122,143,2026-02-17 22:02:00,ACH Debit,Out,803.6,US,Automated
1044,73,2026-02-17 22:31:00,Cash Withdrawal,Out,1559.28,US,Branch
1227,85,2026-02-18 00:55:00,Card Purchase,Out,2680.87,US,Automated
3538,243,2026-02-18 01:21:00,Wire In,In,4153.73,US,Web
2752,188,2026-02-18 01:34:00,Card Purchase,Out,1671.51,US,Web
823,59,2026-02-18 02:29:00,Wire In,In,4573.6,US,Web
2112,142,2026-02-18 04:11:00,Card Purchase,Out,1478.21,US,Branch
3317,229,2026-02-18 04:56:00,Cash Deposit,In,7414.61,DE,Web
1392,94,2026-02-18 05:22:00,Card Purchase,Out,5393.14,US,Automated
464,34,2026-02-18 08:37:00,Cash Withdrawal,Out,1233.47,US,Mobile
728,52,2026-02-18 11:06:00,Cash Withdrawal,Out,3656.72,US,Web
635,46,2026-02-18 11:44:00,Wire In,In,412.14,GB,Web
2349,159,2026-02-18 12:26:00,Cash Withdrawal,Out,227.86,US,Web
2982,204,2026-02-18 14:25:00,Wire In,In,20,US,Web
1199,82,2026-02-18 14:43:00,ACH Debit,Out,435.28,US,Web
2615,178,2026-02-18 15:23:00,Card Purchase,Out,4597.88,GB,Branch
1841,123,2026-02-18 15:28:00,ACH Debit,Out,2957.88,US,Branch
1637,109,2026-02-18 16:31:00,ACH Debit,Out,5137.15,US,Automated
2719,185,2026-02-18 16:49:00,ACH Debit,Out,758.08,US,Web
2256,152,2026-02-18 19:06:00,Card Purchase,Out,1570.36,DE,Automated
2817,194,2026-02-18 19:40:00,Card Purchase,Out,1590.16,US,Mobile
1950,132,2026-02-18 19:46:00,ACH Debit,Out,730.57,SG,Branch
780,55,2026-02-18 20:08:00,ACH Debit,Out,811.38,US,Web
1660,111,2026-02-18 21:17:00,Card Purchase,Out,2402.81,CA,Branch
3490,240,2026-02-18 21:59:00,ACH Credit,In,1677.79,GB,Mobile
3229,222,2026-02-18 23:10:00,Cash Withdrawal,Out,51.06,US,Automated
844,60,2026-02-18 23:36:00,ACH Debit,Out,8680.01,US,Web
1168,81,2026-02-19 00:07:00,Card Purchase,Out,3503.2,US,Mobile
2237,151,2026-02-19 00:08:00,Card Purchase,Out,1537.08,DE,Branch
3436,236,2026-02-19 00:35:00,Wire Out,Out,10,US,Web
1731,115,2026-02-19 01:31:00,ACH Credit,In,8939.08,US,Branch
2131,144,2026-02-19 02:18:00,Cash Withdrawal,Out,5535.37,US,Branch
3046,209,2026-02-19 06:59:00,Card Purchase,Out,814.97,GB,Automated
3369,232,2026-02-19 07:38:00,Cash Deposit,In,20,US,Branch
174,15,2026-02-19 07:46:00,Wire Out,Out,1706.74,GB,Branch
3033,208,2026-02-19 08:10:00,Wire Out,Out,10,CA,Automated
2391,162,2026-02-19 08:19:00,Wire In,In,1371.17,SG,Web
2136,144,2026-02-19 13:41:00,ACH Credit,In,15274.72,CA,Web
3441,237,2026-02-19 16:55:00,ACH Credit,In,1529.42,US,Branch
950,67,2026-02-19 18:56:00,Card Purchase,Out,598.66,SG,Web
3185,220,2026-02-19 19:47:00,Cash Withdrawal,Out,228.43,US,Automated
150,13,2026-02-19 20:06:00,Wire In,In,1061.58,DE,Web
2590,176,2026-02-19 21:07:00,Cash Withdrawal,Out,529.21,US,Mobile
605,44,2026-02-19 22:35:00,Wire Out,Out,1757.44,US,Automated
3082,212,2026-02-20 00:16:00,ACH Credit,In,5068.39,MX,Mobile
2472,169,2026-02-20 03:20:00,Wire In,In,20,MX,Automated
2594,176,2026-02-20 04:53:00,ACH Credit,In,6780.86,US,Mobile
835,60,2026-02-20 05:46:00,ACH Debit,Out,3029.34,US,Web
3319,229,2026-02-20 06:37:00,ACH Credit,In,5559.06,US,Branch
649,47,2026-02-20 08:16:00,Card Purchase,Out,1078.11,DE,Web
2666,181,2026-02-20 11:27:00,ACH Debit,Out,3039.74,US,Branch
2021,136,2026-02-20 13:00:00,ACH Credit,In,2591.14,US,Mobile
1305,89,2026-02-20 17:07:00,Wire In,In,7848.7,US,Mobile
1016,71,2026-02-20 18:43:00,Cash Withdrawal,Out,3912.12,US,Branch
2180,148,2026-02-20 18:43:00,ACH Credit,In,4057.29,US,Mobile
1362,93,2026-02-20 21:35:00,Card Purchase,Out,1111.29,MX,Automated
121,10,2026-02-21 00:08:00,Card Purchase,Out,10,US,Mobile
1073,75,2026-02-21 00:13:00,Cash Withdrawal,Out,6457.08,CA,Automated
1768,118,2026-02-21 01:27:00,ACH Debit,Out,84.24,DE,Branch
1852,124,2026-02-21 04:43:00,ACH Credit,In,20,US,Web
446,33,2026-02-21 04:59:00,Cash Withdrawal,Out,88.67,GB,Automated
1085,75,2026-02-21 07:11:00,Card Purchase,Out,8854.22,US,Automated
3375,233,2026-02-21 08:17:00,Card Purchase,Out,1049.56,US,Automated
612,44,2026-02-21 08:44:00,ACH Credit,In,1926.11,US,Branch
1172,81,2026-02-21 11:42:00,Card Purchase,Out,3943.59,US,Branch
3009,206,2026-02-21 15:30:00,ACH Debit,Out,2245.6,US,Web
2608,177,2026-02-21 16:54:00,ACH Credit,In,1840.52,DE,Web
1759,117,2026-02-21 17:20:00,Card Purchase,Out,267.13,US,Automated
286,23,2026-02-21 17:46:00,Wire Out,Out,7474.46,GB,Automated
1849,124,2026-02-21 19:22:00,ACH Credit,In,36.07,US,Branch
57,5,2026-02-21 19:27:00,ACH Credit,In,1989.99,US,Mobile
517,37,2026-02-21 22:42:00,ACH Credit,In,3287.75,US,Mobile
1696,113,2026-02-22 00:27:00,Card Purchase,Out,111.07,US,Mobile
2473,169,2026-02-22 00:28:00,Wire In,In,3095.04,US,Automated
2011,136,2026-02-22 04:12:00,Card Purchase,Out,1160.75,US,Mobile
394,29,2026-02-22 04:26:00,Card Purchase,Out,52.63,US,Mobile
1031,72,2026-02-22 05:01:00,Cash Withdrawal,Out,8778.82,US,Web
662,48,2026-02-22 05:38:00,Card Purchase,Out,2892.65,US,Branch
1763,117,2026-02-22 09:09:00,Cash Deposit,In,20,US,Web
2690,183,2026-02-22 09:25:00,Card Purchase,Out,1307.0,US,Mobile
175,15,2026-02-22 09:29:00,ACH Credit,In,8119.27,MX,Mobile
3589,246,2026-02-22 10:00:00,Card Purchase,Out,10,US,Branch
1626,108,2026-02-22 10:13:00,ACH Debit,Out,3750.66,US,Mobile
3152,218,2026-02-22 10:29:00,Card Purchase,Out,10,US,Branch
2901,199,2026-02-22 12:28:00,ACH Debit,Out,1816.44,US,Mobile
2396,163,2026-02-22 13:52:00,Card Purchase,Out,1056.05,SG,Mobile
1962,132,2026-02-22 13:54:00,Card Purchase,Out,520.15,US,Web
2192,149,2026-02-22 16:01:00,Cash Deposit,In,7655.03,DE,Branch
108,9,2026-02-22 16:20:00,Wire In,In,3331.67,GB,Web
746,54,2026-02-22 18:16:00,ACH Debit,Out,2645.62,US,Automated
2504,171,2026-02-22 19:09:00,Card Purchase,Out,279.98,US,Web
1438,98,2026-02-22 21:14:00,Cash Deposit,In,1094.63,US,Web
1579,105,2026-02-22 22:14:00,Card Purchase,Out,5413.72,US,Automated
2558,175,2026-02-22 22:26:00,Card Purchase,Out,3712.17,MX,Automated
2265,153,2026-02-22 22:38:00,ACH Debit,Out,1257.46,US,Branch
3602,247,2026-02-22 22:39:00,Card Purchase,Out,21.31,US,Web
3155,218,2026-02-22 22:44:00,Wire In,In,90.0,US,Web
2440,167,2026-02-22 22:54:00,Card Purchase,Out,20.42,CA,Automated
2018,136,2026-02-22 23:29:00,ACH Debit,Out,4113.53,US,Automated
3668,151,2026-02-23 00:00:00,Wire In,In,13544.92,US,Web
3014,206,2026-02-23 03:28:00,Wire In,In,3956.31,US,Branch
2674,181,2026-02-23 04:58:00,Wire In,In,4755.62,CA,Automated
1924,129,2026-02-23 05:57:00,ACH Debit,Out,1140.02,US,Branch
1278,87,2026-02-23 06:45:00,Card Purchase,Out,445.66,DE,Mobile
3302,227,2026-02-23 07:23:00,ACH Debit,Out,150.04,US,Web
696,50,2026-02-23 07:31:00,Card Purchase,Out,50.89,US,Automated
549,39,2026-02-23 07:57:00,Cash Withdrawal,Out,726.51,US,Branch
436,33,2026-02-23 08:50:00,Cash Deposit,In,364.2,US,Mobile
449,33,2026-02-23 12:43:00,Cash Withdrawal,Out,3599.65,US,Branch
2481,170,2026-02-23 13:51:00,Card Purchase,Out,5706.57,US,Automated
1956,132,2026-02-23 16:14:00,Cash Deposit,In,1330.71,US,Mobile
2343,158,2026-02-23 16:40:00,Card Purchase,Out,880.09,US,Mobile
3462,238,2026-02-23 18:37:00,ACH Debit,Out,1181.36,US,Automated
3669,151,2026-02-23 19:00:00,Wire Out,Out,12176.25,CA,Web
2313,157,2026-02-23 20:28:00,Card Purchase,Out,3099.8,US,Automated
2648,179,2026-02-23 20:54:00,Card Purchase,Out,1775.0,US,Branch
3465,238,2026-02-23 21:05:00,Wire Out,Out,3338.26,US,Web
3646,250,2026-02-23 21:33:00,ACH Debit,Out,10,US,Automated
2583,176,2026-02-23 22:08:00,Card Purchase,Out,1033.87,US,Web
2284,154,2026-02-23 23:38:00,ACH Credit,In,65.85,US,Branch
1722,114,2026-02-24 00:45:00,Wire In,In,3337.53,GB,Web
1418,96,2026-02-24 03:53:00,Wire In,In,3085.71,US,Automated
3096,213,2026-02-24 03:55:00,Wire In,In,3319.67,US,Mobile
1327,90,2026-02-24 04:01:00,Wire Out,Out,10,US,Web
